Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion,student_id
"A beautiful panoramic view of the Eiffel Tower during sunset, with golden light reflecting on the Seine River. I chose this image because it perfectly captures the romantic and iconic atmosphere of Paris.",France,Sunny,Evening,Summer,Sightseeing,Romance,1210221
"A bright and colorful view of Santorini with its iconic white houses, blue domes, and vivid flowers overlooking the deep blue Aegean Sea. I chose this image because it captures the peaceful, sunny, and dream-like beauty of the island.",Greece,Sunny,Afternoon,Summer,Sightseeing,Happiness,1210221
A stunning view of the Dubai skyline with the Burj Khalifa glowing during sunset. I chose this image because it highlights Dubai's futuristic architecture and vibrant city atmosphere.,United Arab Emirates,Sunny,Evening,Summer,Sightseeing,Exitment,1210221
"A breathtaking sunset view of Tokyo with the Tokyo Skytree rising above the city. I chose this image because it captures Tokyo�s blend of modern architecture, warm colors, and endless urban life.",Japan,Sunny,Evening,Fall,Sightseeing,Curiosity,1210221
"A beautiful view of Venice�s Grand Canal with boats gliding through turquoise water and the stunning Santa Maria della Salute basilica in the background. I chose this image because it captures Venice�s peaceful, historic, and charming atmosphere.",Italy,Sunny,Afternoon,Spring,Sightseeing,Romance,1210221
"A stunning view of the Pyramids of Giza at sunset, with warm golden light over the desert and camels crossing the sand. I chose this image because it reflects Egypt�s ancient history and timeless atmosphere.",Eygypt,Sunny,Evening,Summer,Sightseing,Curiosity,1210221
"A serene winter view of the Brooklyn Bridge and Manhattan skyline, with snow covering the shore and reflections on the icy river. I chose this image because it shows New York�s iconic beauty in a calm, magical winter atmosphere.",United states,Snowy,Evening,Winter,Sightseeing,Nostalgia,1210221
"A peaceful view of Bali�s Ulun Danu Beratan Temple surrounded by calm reflective water, lush greenery, and bright morning sunlight. I chose this image because it shows Bali�s natural beauty and spiritual atmosphere.",Indonesia,Sunny,Morning,Spring,Sightseeing,Happiness,1210221
"A snowy winter view of Tower Bridge in London, beautifully lit against the soft blue evening sky. I chose this image because it shows the city�s iconic architecture in a peaceful and magical winter atmosphere.",United kingdom,Snowy,Evening,Winter,Sightseeing,Nostalgia,1210221
A golden sunset view over Barcelona with the Sagrada Fam�lia rising beautifully in the center of the city. I chose this image because it shows the unique architecture of Gaud� surrounded by the vibrant grid-like streets of Barcelona.,Spain,Sunny,Evening,Summer,Sightseeing,Curiosity,1210221
"A daytime view of the Eiffel Tower beside the Seine, with people along the riverside. I chose this place because it�s one of the most iconic and romantic cityscapes in the world.",France,Sunny,Afternoon,Summer,Sightseeing,Romance,1210249
A calm sunrise view near London Bridge and the River Thames. I chose it for the iconic riverside walk and peaceful morning feel.,United Kingdom,Snowy,Morning,Winter,Sightseeing,Happiness,1210249
The image shows camels resting in the desert with the Pyramids of Giza behind them. I chose this place because it combines famous ancient history with a beautiful desert view.,Egypt,Sunny,Afternoon,Fall,Sightseeing,Curiosity,1210249
"A bright, detailed photo of the Roman Colosseum with a wide view. I chose it because it�s a famous landmark that reflects the greatness of ancient Rome.",Italy,Sunny,Afternoon,Summer,Exploring,Curiosity,1210249
"A charming blue-and-white street in Carthage with Mediterranean-style buildings and plants. I chose it because the colors feel calm and coastal, giving a relaxed travel vibe.",Tunisia,Sunny,Afternoon,Winter,Walking / Commuting / Sightseeing,Happiness,1210249
"A scenic view of the Great Wall of China stretching across misty mountains with autumn colors. I chose this place because it feels historic and powerful, yet calm and peaceful in the fog.",China,Cloudy,Morning,Fall,Hiking,Adventure,1210249
A vertical photo of Petra�s carved tomb. I chose this place because it highlights the impressive ancient design and the unique sandstone scenery.,Jordan,Sunny,Afternoon,Spring,Photography,Curiosity,1210249
A busy Tokyo crosswalk with people holding umbrellas under neon lights. I chose this place because it shows the city�s energy and the cinematic feel of walking in the rain.,Japan,Rainy,Evening,Spring,Walking,Excitement,1210249
A city travel photo of a sightseeing bus passing by Istanbul�s famous domes. I chose this place because it shows both daily life and the city�s historic architecture in one scene.,Turkey,Cloudy,Afternoon,Winter,Sightseeing,Happiness,1210249
"A square photo of Saint Basil�s Cathedral in Red Square, Moscow, under a cloudy sky. I chose it because it�s a famous landmark with colorful domes.",Russia,Cloudy,Afternoon,Spring,Photography,Excitement,1210249
A powerful view of worshippers praying outside the Al-Qibli Chapel. I would love to visit Al-Aqsa Mosque because the Israeli occupation has prevented us from visiting it for years.,Palestine,Sunny,Afternoon,Summer,Praying,Melancholy,1210326
"A stunning view of the Eiffel Tower,i would love to visit this place because it is the global symbol of romance and architectural ingenuity",France,Sunny,Afternoon,Spring,Sightseeing,Romance,1210326
A group of tourists riding camels in the desert with the pyramids in the background. I would love to visit it because its historic value as an ancient wonder is timeless.,Egypt,Sunny,Afternoon,Summer,Camel Riding,Adventure,1210326
The iconic tower sitting on the Bosphorus strait with boats sailing nearby. I would love to visit it because I see it in Turkish series a lot,Turkey,Sunny,Afternoon,Summer,Boating,Romance,1210326
A breathtaking view of the Alhambra fortress standing tall amidst a snowy landscape. I would love to visit it because it reminds me of the Islamic history in Al-Andalus,Spain,Snowy,Afternoon,Winter,Sightseeing,Nostalgia,1210326
An illuminated night view of the tower with crowds gathered on the lawn. I would like to visit it because it is one of the Wonders of the World,Italy,Clear,Evening,Winter,Sightseeing,Excitement,1210326
A scenic view of the Great Wall stretching over the mountains with visitors walking along it. I would like to visit it because it is one of the most iconic historical landmarks in the world,China,Sunny,Afternoon,Fall,Hiking,Excitement,1210326
A clear daytime view of the Kaaba with worshippers gathered around it. I would like to visit it because it is a deeply significant place in the Islamic religion,Saudi Arabia,Sunny,Morning,Summer,Pilgrimage,Reverence,1210326
A vibrant evening view of Monaco marina glowing with city lights. I would like to visit it because I hear it has many luxurious cars,Monaco,Clear,Evening,Summer,Boating,Excitement,1210326
A lively night scene in Times Square filled with bright neon signs and crowded streets. I would like to visit it because it shows the energetic atmosphere of the city that never sleeps,United States,Rainy,Night,Winter,City strolling,Excitement,1210326
"Midtsj�llands Efterskole (MSE) in Denmark, a school I personally visited. The image shows the campus environment, which represents the meaningful memories and the welcoming atmosphere I experienced there.",Denmark,Sunny,Afternoon,Summer,urban,Nostalgia,1210574
"The Cologne Cathedral (K�lner Dom) in Germany is a Gothic masterpiece that took over 600 years to complete. I chose this place because its massive scale, intricate details, and deep historical significance make it truly unforgettable. Standing in front of it feels overwhelming, and the architecture creates a powerful sense of awe and admiration.",Germany,Cloudy,Afternoon,Spring,Sightseeing,Curiosity,1210574
"The Church of the Resurrection in Jerusalem, one of the holiest sites in Christianity and a place filled with deep spiritual and historical significance. I chose this destination because its ancient architecture and sacred atmosphere create a powerful feeling of awe and reflection.",Palestine,Cloudy,Morning,Summer,Praying,Serenity,1210574
"Times Square in New York City during the New Year�s Eve celebration. The bright billboards, massive crowds, and the famous ball drop create one of the most energetic and unforgettable moments in the world. I chose this place because it represents celebration, excitement, and the feeling of a fresh start.",United States,Cold,Night,Winter,Celebration,Happiness,1210574
"�The Aurora Borealis above the snowy village of Hamn�y in Norway. I chose this place because seeing the Northern Lights is a once-in-a-lifetime dream � the glowing colors, quiet Arctic night, and dramatic mountains create a magical and unforgettable atmosphere.",Norway,Clear,Night,Winter,Nature Watching,Curiosity,1210574
"Christ the Redeemer overlooking Rio de Janeiro at sunset. I chose this destination because of its powerful symbolism and the breathtaking view of the city from the mountain. The statue�s open arms and the dramatic landscape create a sense of peace, grandeur, and amazement.",Brazil,Cloudy,Noon,Autumn,Cultural Exploration,Respect,1210574
"The Burj Khalifa in Dubai, the tallest building in the world. I chose this place because its futuristic design, massive height, and surrounding skyline represent modern engineering at its highest level. The bright blue water and clean skyline make it visually stunning and unforgettable.",United Arab Emirates,Sunny,Afternoon,Spring,Urban Exploration,Excitement,1210574
"A breathtaking sunset view of Rome, showing St. Peter�s Basilica glowing over the Tiber River and the historic Ponte Sant�Angelo. I chose this place because it combines history, beauty, and a calming atmosphere that feels timeless.",Italy,Clear,Evening,Autumn,Relaxing,Sight Seeing,1210574
"Shibuya Crossing in Tokyo during a snowy night. The neon lights, winter atmosphere, and fast-paced street energy create a cinematic scene that feels straight out of Fast & Furious: Tokyo Drift. I chose this place because of its unique blend of modern city life and dramatic visual style.",Japan,Snowy,Evening,Winter,Urban Exploration,Excitement,1210574
"A stunning view of the Santiago Bernab�u Stadium during sunset, showcasing the iconic Real Madrid pitch and the massive stands. I chose this place because it represents passion, energy, and one of the most legendary football atmospheres in the world.",Spain,Cloudy,Sunset,Summer,Football,Excitement,1210574
"Santiago Bernab�u Stadium, home of Real Madrid, known for its massive scale and modern football atmosphere.Ever since I was very small, I dreamed of visiting the Santiago Bernab�u since Real Madrid is my favorite football club , that why I choose this Stadium",Spain,Sunny,Morning,Spring,Stadium Tour,Excitement,1210582
"The Royal Palace of Madrid, a grand historical residence of the Spanish monarchy featuring baroque and classical architectural elements.I chose this image because I love history and architecture, and this palace represents both beautifully.",Spain,Sunny,Afternoon,Summer,Sightseeing,Curiosity,1210582
"Kumano Nachi Taisha Shrine and Nachi Falls, a famous UNESCO site in Wakayama.I chose this image because I�m deeply curious about Japanese culture, and this place captures both nature and tradition in a unique way.",Japan,Cloudy,Morning,Spring,Cultural Visit,Adventure,1210582
"An aerial, panoramic photograph capturing London's iconic landmarks, the Tower of London and the Tower Bridge, alongside the winding River Thames.I chose it because London has great history, and the Thames area is one of the most iconic places I�ve always wanted to see.",UK,Not Clear,Morning,Winter,Sightseeing,Happiness,1210582
"Maiden�s Tower located on a small islet in the Bosphorus Strait, offering panoramic views of Istanbul.I chose this islet because the place feels calm with a beautiful view, and I like the story behind its name (K?z Kulesi), which comes from a tragic legend about a king�s daughter.",Turkey,Cloudy,Evening,Fall,Boat Ride,Romance,1210582
"Lake Oeschinen, a turquoise alpine lake surrounded by mountains in the Bernese Oberland region of Switzerland.I chose this image because I love natural scenery, and Switzerland�s landscapes are some of the most beautiful in the world.",Switzerland,Sunny,Morning,Summer,Hiking,Adventure,1210582
